dates,lda
3/9/15,"[8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 0.365492493168, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 0.630296980516, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05, 8.77192982456e-05]"
3/10/15,"[6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 0.41767625556599997, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 0.117847702941, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 0.46148241092, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05, 6.36942675159e-05]"
3/11/15,"[6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 0.254948315088, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 0.282913454942, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 0.459315407148, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05, 6.00600600601e-05]"
3/12/15,"[8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 0.28199528839899995, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 0.312429318559, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 0.401642338648, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05, 8.36820083682e-05]"
3/13/15,"[7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 0.290485150029, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 0.36525853458499996, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 0.340526156656, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05, 7.93650793651e-05]"
3/14/15,"[6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 0.580374344608, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 0.0404299930589, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 0.376009221655, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05, 6.77966101695e-05]"
3/15/15,"[6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 0.424361432272, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 0.572561644651, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05, 6.41025641026e-05]"
3/16/15,"[4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 0.589057474045, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 0.408629272943, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05, 4.81927710843e-05]"
3/17/15,"[5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 0.549724463129, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 0.44760887020499995, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05, 5.55555555556e-05]"
3/18/15,"[6.92041522492e-05, 0.014535007988700001, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 0.49745212904299996, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 0.147352365356, 0.337477106608, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05, 6.92041522492e-05]"
3/19/15,"[6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 0.5031333346360001, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 0.493957574455, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05, 6.06060606061e-05]"
3/20/15,"[6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 0.181828152723, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 0.349191103252, 0.46594848596, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05, 6.45161290323e-05]"
3/21/15,"[7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 0.5202570929379999, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 0.47597820117899997, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05, 7.8431372549e-05]"
3/22/15,"[7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 0.454824575009, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 0.43319866197499995, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 0.10852088066400001, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05, 7.35294117647e-05]"
3/24/15,"[0.0005497835497835001, 0.0005497835497835001, 0.0005497835497835001, 0.0005497835497835001, 0.0005497835497835001, 0.0005497835497835001, 0.0005497835497835001, 0.0005497835497835001, 0.0005497835497835001, 0.1018279408570455, 0.0005497835497835001, 0.0005497835497835001, 0.0005497835497835001, 0.0005497835497835001, 0.0005497835497835001, 0.0005497835497835001, 0.26572291260223796, 0.0005497835497835001, 0.0711248998915455, 0.0005497835497835001, 0.0005497835497835001, 0.0005497835497835001, 0.0005497835497835001, 0.0005497835497835001, 0.0005497835497835001, 0.536034203359, 0.0005497835497835001, 0.0005497835497835001, 0.0005497835497835001, 0.0005497835497835001, 0.0005497835497835001, 0.0005497835497835001, 0.0005497835497835001, 0.0005497835497835001, 0.0005497835497835001, 0.0005497835497835001, 0.0005497835497835001, 0.0005497835497835001, 0.0005497835497835001, 0.0005497835497835001, 0.0005497835497835001, 0.0005497835497835001, 0.0005497835497835001, 0.0005497835497835001, 0.0005497835497835001, 0.0005497835497835001, 0.0005497835497835001, 0.0005497835497835001, 0.0005497835497835001, 0.0005497835497835001]"
3/25/15,"[5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 0.42079361595, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 0.22366549502099997, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 0.352792351018, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05, 5.84795321638e-05]"
3/26/15,"[4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 0.25428125958299996, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 0.358310865396, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 0.385137343621, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05, 4.830917874399999e-05]"
3/28/15,"[5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05, 0.00373547103048665, 0.4757608406105, 5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05, 0.0592461683234, 5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05, 0.4586957552165001, 5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05, 5.56905395503e-05]"
3/29/15,"[6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 0.196734807665, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 0.24739243798, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 0.552971519788, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05, 6.17283950617e-05]"
3/31/15,"[5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 0.5034528638535, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 0.4939595162685, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05, 5.390874745715e-05]"
4/2/15,"[5.53012967201e-05, 5.53012967201e-05, 5.53012967201e-05, 5.53012967201e-05, 5.53012967201e-05, 5.53012967201e-05, 5.53012967201e-05, 5.53012967201e-05, 5.53012967201e-05, 0.374827803341, 5.53012967201e-05, 5.53012967201e-05, 5.53012967201e-05, 5.53012967201e-05, 5.53012967201e-05, 0.035084929698946395, 0.0560906084772464, 5.53012967201e-05, 0.0159069374735737, 5.53012967201e-05, 5.53012967201e-05, 5.53012967201e-05, 5.53012967201e-05, 0.0030258891707764003, 5.53012967201e-05, 0.5126305747825, 5.53012967201e-05, 5.53012967201e-05, 5.53012967201e-05, 5.53012967201e-05, 5.53012967201e-05, 5.53012967201e-05, 5.53012967201e-05, 5.53012967201e-05, 5.53012967201e-05, 5.53012967201e-05, 5.53012967201e-05, 5.53012967201e-05, 5.53012967201e-05, 5.53012967201e-05, 5.53012967201e-05, 5.53012967201e-05, 5.53012967201e-05, 5.53012967201e-05, 5.53012967201e-05, 5.53012967201e-05, 5.53012967201e-05, 5.53012967201e-05, 5.53012967201e-05, 5.53012967201e-05]"
